Restaurant name,Link in manta,Manta verified,Street address,City,State,Postal code,Phone number,Website,Description
Perico's Gourmet Restaurant,https://www.manta.com/c/mt7kyhy/perico-s-gourmet-restaurant,False,5415 Pacific Boulevard,Huntington Park,CA,90255,(323) 588-7475,,
Polly's Pies Restaurant & Bakery,https://www.manta.com/c/mh5x9jv/polly-s-pies-restaurant-bakery,False,4680 East Los Coyotes Diagonal,Long Beach,CA,90815,(562) 597-6076,https://www.manta.com/urlverify?redirect=http%3A%2F%2Flocations.pollyspies.com%2Fca%2Flong-beach%2F210.html&s=ec819126ec5ea1648125f407f3973c25&cb=4612122&emid=mh5x9jv,
Manas India Restaurant,https://www.manta.com/c/mm0t2gz/manas-india-restaurant,False,2823 South Vermont Avenue,Los Angeles,CA,90007,(323) 731-4333,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.manasla.com&s=2cfe5d0a8658b2b369811a26df039562&cb=4612122&emid=mm0t2gz,
San Salvador Restaurant,https://www.manta.com/c/mm0wtrd/san-salvador-restaurant,False,3466 East Florence Avenue,Huntington Park,CA,90255,(323) 582-3100,,
Coco's Bakery Restaurant,https://www.manta.com/c/mm359l4/coco-s-bakery-restaurant,False,21815 Hawthorne Boulevard,Torrance,CA,90503,(310) 542-2686,https://www.manta.com/urlverify?redirect=http%3A%2F%2FCocosbakery.com&s=d1cfb05dbc968674694fc91373dad3f0&cb=4612123&emid=mm359l4,
New Paradise Restaurant,https://www.manta.com/c/mmn2krt/new-paradise-restaurant,False,1350 East Anaheim Street,Long Beach,CA,90813,(562) 218-0066,,
Mahan Indian Restaurant Inc,https://www.manta.com/c/mmfhp7f/mahan-indian-restaurant-inc,False,110 West Main Street,Alhambra,CA,91801,(626) 458-6299,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.mahanrestaurant.com&s=58ab811a62c75d6cf5f96f8d2287317e&cb=4612124&emid=mmfhp7f,
Gulfstream,https://www.manta.com/c/mm2q7m4/gulfstream,False,147 South Beverly Drive,Beverly Hills,CA,90212,(310) 385-7343,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.hillstone.com&s=9b68c9dccf6e916e76250588a2bed980&cb=4612124&emid=mm2q7m4,
A & W Seafood Restaurant,https://www.manta.com/c/mm3jbnp/a-w-seafood-restaurant,False,9306 Reseda Boulevard,Northridge,CA,91324,(818) 882-6668,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.awrestaurants.com&s=ef959a6bebe9e77e756acc6227a289b1&cb=4612125&emid=mm3jbnp,
Zula Eritrean Restaurant,https://www.manta.com/c/mh1rdf4/zula-eritrean-restaurant,False,630 North La Brea Avenue,Inglewood,CA,90302,(424) 331-5626,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.zulaethiopianeritrean.com&s=101f1e86ecbc61bf3a115ce2780403e2&cb=4612125&emid=mh1rdf4,
The Chairman Restaurant Group LLC,https://www.manta.com/c/mhb3ths/the-chairman-restaurant-group-llc,False,1200 East 5th Street,Los Angeles,CA,90013,(213) 289-9808,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.hailthechairman.com&s=76b61e13c46969069e509f0b0c4bd0e4&cb=4612126&emid=mhb3ths,
Denny's Restaurant,https://www.manta.com/c/mr5v6kp/denny-s-restaurant,False,7268 East Gage Avenue,Commerce,CA,90040,(562) 806-1535,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.dennys.com&s=a05a986ab1f29e70f0902bd45742c262&cb=4612126&emid=mr5v6kp,
"T Y P Restaurant Group, Inc",https://www.manta.com/c/mw224mn/t-y-p-restaurant-group-inc,False,6290 West Sunset Boulevard # A,Los Angeles,CA,90028,(323) 382-0380,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.tendergreens.com&s=2c34b905528906fc532e96929efda4d3&cb=4612126&emid=mw224mn,
"Brazuca Brazilian Restaurant, LLC",https://www.manta.com/c/mhkf3g9/brazuca-brazilian-restaurant-llc,False,3001 North Sepulveda Boulevard C,Manhattan Beach,CA,90266,(310) 546-1414,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.brazucabrazilianrestaurant.com&s=a8ec71e8d964e1eb1e8dbae71d10dcda&cb=4612127&emid=mhkf3g9,
Chinda Barbeque & Restaurant,https://www.manta.com/c/mm88h97/chinda-barbeque-restaurant,False,1714 Victory Boulevard,Glendale,CA,91201,(818) 247-1851,,
Gyu-Kaku Restaurant,https://www.manta.com/c/mmgxjsj/gyu-kaku-restaurant,False,10925 West Pico Boulevard,Los Angeles,CA,90064,(310) 234-8641,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.gyu-kaku.com&s=09bb4aa6843a74457c41c6ac37934b73&cb=4612127&emid=mmgxjsj,
"Blake's Restaurant Group, Inc",https://www.manta.com/c/mb49bcn/blake-s-restaurant-group-inc,False,11105 Los Alamitos Boulevard,Los Alamitos,CA,90720,(562) 431-1111,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.blakesplacebbq.com&s=1d17ec5da582dcc1f41921911f0b2b12&cb=4612128&emid=mb49bcn,
Dickey's Barbecue Restaurants Inc,https://www.manta.com/c/mb4rr5l/dickey-s-barbecue-restaurants-inc,False,9035 Reseda Boulevard,Northridge,CA,91324,(818) 527-2271,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.rolanddickeyjr.com&s=93c1b1bf527640607bdaeba61bc32843&cb=4612128&emid=mb4rr5l,
Douglas Drive In Restaurant,https://www.manta.com/c/mm417rw/douglas-drive-in-restaurant,False,11325 Washington Boulevard,Whittier,CA,90606,(562) 699-7484,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.douglasdrivein.com&s=dd6dd7280f00bae7a731667c7b4d8b6f&cb=4612129&emid=mm417rw,
Rib Factory Restaurant,https://www.manta.com/c/mmpw1ss/rib-factory-restaurant,False,10113 Artesia Boulevard,Bellflower,CA,90706,(562) 866-0223,https://www.manta.com/urlverify?redirect=http%3A%2F%2FRibfactory1.com&s=384877490dbb234af5280ddabfbd1344&cb=4612129&emid=mmpw1ss,
Pierre Garden Restaurant,https://www.manta.com/c/mt962q9/pierre-garden-restaurant,False,145 North Artsakh Street,Glendale,CA,91206,(818) 551-5455,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.pierregarden.com&s=5b9c8fd65eedae635e308b90f9f118f3&cb=4612129&emid=mt962q9,
Cbc Restaurant Corporation,https://www.manta.com/c/mmlp6cb/cbc-restaurant-corporation,False,3208 North Sepulveda Boulevard,Manhattan Beach,CA,90266,(310) 545-2596,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.cornerbakerycafe.com&s=637725b8a7d66e699ec3a0ee3b5c3485&cb=4612131&emid=mmlp6cb,
Restaurant Entertainment Management Inc,https://www.manta.com/c/mtcf0hx/restaurant-entertainment-management-inc,False,6621a Hollywood Boulevard,Los Angeles,CA,90028,,,
Angel's Restaurant & Juice Bar,https://www.manta.com/c/mmp2t01/angel-s-restaurant-juice-bar,False,1233 South Western Avenue,Los Angeles,CA,90006,(323) 735-5838,,
Ulysses Voyage Greek Restaurant,https://www.manta.com/c/mmg74hg/ulysses-voyage-greek-restaurant,False,6333 West 3rd Street,Los Angeles,CA,90036,(323) 939-9728,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.ulyssesvoyage.com&s=148bd9726e64b4aec4f48f6ebf79a93f&cb=4612132&emid=mmg74hg,
LA Quinta Real Restaurant,https://www.manta.com/c/mmjwxbr/la-quinta-real-restaurant,False,400 East Compton Boulevard,Compton,CA,90221,(310) 635-5256,https://www.manta.com/urlverify?redirect=http%3A%2F%2FLaquintareal.net&s=9740939d19c299293caa8e79ce6a65d2&cb=4612132&emid=mmjwxbr,
Club Sushi Restaurants Ca LLC,https://www.manta.com/c/mmnd4d2/club-sushi-restaurants-ca-llc,False,1200 Hermosa Avenue,Hermosa Beach,CA,90254,,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.clubsushi.com&s=cc4edd31d200c6a14e52404fc439a1e7&cb=4612133&emid=mmnd4d2,
Canario Restaurant,https://www.manta.com/c/mmg6dtq/canario-restaurant,False,1816 East 1st Street,Los Angeles,CA,90033,(323) 266-2459,,
Fox Skybox Restaurant & Bar,https://www.manta.com/c/mm3xshc/fox-skybox-restaurant-bar,False,1111 South Figueroa Street,Los Angeles,CA,90015,(213) 742-7345,,
Pcf Restaurant Management,https://www.manta.com/c/mh1qnmg/pcf-restaurant-management,False,9696 Culver Boulevard # 201,Culver City,CA,90232,(310) 362-6214,,
Genesis Restaurant Group Inc,https://www.manta.com/c/mtdtm9v/genesis-restaurant-group-inc,False,4306 East 26th Street,Vernon,CA,90058,(213) 622-6705,,
Dnb Restaurants Inc,https://www.manta.com/c/mtqj0r6/dnb-restaurants-inc,False,1031 Hermosa Avenue,Hermosa Beach,CA,90254,,,
El Tapatio Restaurant,https://www.manta.com/c/mrsgd2c/el-tapatio-restaurant,False,7629 Pioneer Boulevard,Whittier,CA,90606,,,
Blue Laguna Restaurants Inc,https://www.manta.com/c/mt90ggr/blue-laguna-restaurants-inc,False,2222 Foothill Boulevard,La Canada Flintridge,CA,91011,,,
New Pailin Restaurant,https://www.manta.com/c/mry4mr6/new-pailin-restaurant,False,2232 East Anaheim Street,Long Beach,CA,90804,(562) 434-5489,,
Jajieh Entertainment & Restaurant Inc,https://www.manta.com/c/mr5j5ty/jajieh-entertainment-restaurant-inc,False,3768 East Colorado Boulevard,Pasadena,CA,91107,(626) 793-2222,,
Cali Bakery & Restaurant Inc,https://www.manta.com/c/mb4tykv/cali-bakery-restaurant-inc,False,647 West Valley Boulevard,Alhambra,CA,91803,(626) 293-8396,,
Gene Shook Restaurant Eqp,https://www.manta.com/c/mb41j44/gene-shook-restaurant-eqp,False,12583 Crenshaw Boulevard,Hawthorne,CA,90250,(310) 292-1182,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.shooksales.com&s=e86fffe43ec36a6fb36d15b12b18117a&cb=4622677&emid=mb41j44,
Jmm Restaurant Equipment Repair,https://www.manta.com/c/mmjytkn/jmm-restaurant-equipment-repair,False,1844 Tyler Avenue,South El Monte,CA,91733,(626) 444-0669,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.allstrong.com&s=8d3d2ba96c4efd7308a0b98a67ddccd9&cb=4622678&emid=mmjytkn,
PitaWay,https://www.manta.com/c/mxf9mdf/pitaway,False,7275 Melrose Ave,Los Angeles,CA,90046,(323) 932-0052,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.pitawayla.com%2F&s=44deca82efa61416587d27ee6cc783e0&cb=4622683&emid=mxf9mdf,Enjoy fresh chicken shawarma sandwich and beef kabob at our kosher restaurant centrally located in the Heart of Melrose.also serve delicious hummus fa
Piggie's Charbroil Restaurant,https://www.manta.com/c/mms4v2h/piggie-s-charbroil-restaurant,False,4601 West Rosecrans Avenue,Hawthorne,CA,90250,(310) 679-6326,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.piggiesrestaurants.com&s=0853e6b9e560e1b28b8c5dcc210cea98&cb=4622683&emid=mms4v2h,
Raj Restaurant Corporation,https://www.manta.com/c/mhh1l5n/raj-restaurant-corporation,False,16502 South Main Street,Gardena,CA,90248,(310) 515-0107,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.raxroastbeef.com&s=d7655087c03326cb32b854b2650669fd&cb=4622683&emid=mhh1l5n,
Burger King,https://www.manta.com/c/mm44cyz/burger-king,False,4959 Eagle Rock Boulevard,Los Angeles,CA,90041,(323) 258-2040,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.bk.com&s=358cf5baccd147585217e9d156901362&cb=4622685&emid=mm44cyz,
"Umami Restaurant Group, LLC",https://www.manta.com/c/mtryjr6/umami-restaurant-group-llc,False,12159 Ventura Boulevard,Studio City,CA,91604,(818) 286-9004,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.umami.com&s=fed052ace4cfbc5c97714f00e19a8ef0&cb=4622685&emid=mtryjr6,
Subway Restaurant 24674,https://www.manta.com/c/mhxqk0r/subway-restaurant-24674,False,24223 Crenshaw Boulevard # H,Torrance,CA,90505,(310) 530-8819,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.subway.com&s=308cd7b17b6a6db036e59c9397f31f46&cb=4622686&emid=mhxqk0r,
Ecco's Pizza Restaurant,https://www.manta.com/c/mmnczbg/ecco-s-pizza-restaurant,False,2123 North Bellflower Boulevard,Long Beach,CA,90815,(562) 597-3357,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.myeccospizza.com&s=a3fb62a1e53acb334ce1232a00c88b92&cb=4622686&emid=mmnczbg,
Philippe Original Restaurant,https://www.manta.com/c/mmc3m4t/philippe-original-restaurant,False,1001 North Alameda Street,Los Angeles,CA,90012,(213) 628-3781,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.philippes.com&s=740f6169dffdfe71cd1bc34ca62a43ff&cb=4622686&emid=mmc3m4t,
Sushi Sai Japanese Restaurant,https://www.manta.com/c/mmj5xqn/sushi-sai-japanese-restaurant,False,625 South Atlantic Boulevard,Monterey Park,CA,91754,(626) 300-8495,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.sushisai.com&s=677ddae1695b165d13f00770f46b1008&cb=4622687&emid=mmj5xqn,
El-Torito Mexican Restaurant,https://www.manta.com/c/mbgpj4q/el-torito-mexican-restaurant,False,3113 West Olive Avenue,Burbank,CA,91505,(818) 841-4433,https://www.manta.com/urlverify?redirect=http%3A%2F%2FEltorito.com&s=603242364abcc7a293299aee07d24267&cb=4622688&emid=mbgpj4q,
Buggy Whip Restaurant,https://www.manta.com/c/mbs7blb/buggy-whip-restaurant,False,7420 La Tijera Boulevard,Los Angeles,CA,90045,(310) 645-7131,,
Central Restaurant Supply,https://www.manta.com/c/mh4tmrt/central-restaurant-supply,False,12029 Vose Street,North Hollywood,CA,91605,(818) 759-5362,,
"Tnt Restaurant Supplies, Inc",https://www.manta.com/c/mms7yz2/tnt-restaurant-supplies-inc,False,530 West Valley Boulevard,Alhambra,CA,91803,(626) 281-8851,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.myezkitchen.com&s=3daf84250a6b414f634afa9b2c7260df&cb=4622689&emid=mms7yz2,
"International Restaurant Equipment Co, Inc",https://www.manta.com/c/mmj7pft/international-restaurant-equipment-co-inc,False,6432 Moore Drive,Los Angeles,CA,90048,(323) 933-1896,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.irekitchen.com&s=8cf2e4cee9b69bee8e8a7af9b15214e6&cb=4622690&emid=mmj7pft,
Dandy Lion Restaurant,https://www.manta.com/c/mmjphhv/dandy-lion-restaurant,False,18902 Avalon Boulevard,Carson,CA,90746,(310) 327-9150,,
Sushi Spot Restaurant,https://www.manta.com/c/mm3k3j7/sushi-spot-restaurant,False,19658 Ventura Boulevard,Tarzana,CA,91356,(818) 345-8651,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.sushispotla.com&s=8781c51c06e22d70f710c0d27abf94a7&cb=4622692&emid=mm3k3j7,
Quiznos Sandwich Restaurant,https://www.manta.com/c/mmslzs3/quiznos-sandwich-restaurant,False,1542 West Redondo Beach Boulevard,Gardena,CA,90247,(310) 464-8800,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.quiznos.com&s=23467ca89adaae56458e31f66d7dfcb5&cb=4622692&emid=mmslzs3,
Joes Sushi Japanese Restaurant,https://www.manta.com/c/mmpm7tf/joes-sushi-japanese-restaurant,False,5607 South Street,Lakewood,CA,90713,(562) 804-2091,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.joesushilakewood.com&s=41993bfecbd8446abb663b02af30de2a&cb=4622693&emid=mmpm7tf,
Paradise Piano Bar & Restaurant,https://www.manta.com/c/mmpwccc/paradise-piano-bar-restaurant,False,1800 East Broadway,Long Beach,CA,90802,(562) 590-8773,https://www.manta.com/urlverify?redirect=http%3A%2F%2FParadiselb.com&s=a1edea14248b864c3527ef94fa440a5b&cb=4622693&emid=mmpwccc,
Good Neighbor Restaurant,https://www.manta.com/c/mm3kly0/good-neighbor-restaurant,False,3701 Cahuenga Boulevard # 8,Studio City,CA,91604,(818) 761-4627,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.goodneighborrestaurant.com&s=cbad23da937a9bd6e3d561856e953a75&cb=4622693&emid=mm3kly0,
"Islands Restaurants, L P",https://www.manta.com/c/mmy7l1z/islands-restaurants-l-p,False,55 South Pine Avenue,Long Beach,CA,90802,(562) 436-6590,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.islandsrestaurants.com&s=09d45186949f16a826a7672fd5c932a2&cb=4622694&emid=mmy7l1z,
Terrace Restaurant & Lounge,https://www.manta.com/c/mb0kzcr/terrace-restaurant-lounge,False,17239 Ventura Boulevard,Encino,CA,91316,(818) 501-0100,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.terracerestaurantandlounge.com&s=afabb748f63afd738446010ce187a369&cb=4622694&emid=mb0kzcr,
El Valle Oaxaqueno Restaurant,https://www.manta.com/c/mm295k6/el-valle-oaxaqueno-restaurant,False,1601 South Vermont Avenue 106,Los Angeles,CA,90006,(323) 737-0565,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.elvalleoaxaqueno.com&s=0a2d845185a48442c9545b89166bc88a&cb=4622695&emid=mm295k6,
Restaurant Tek,https://www.manta.com/c/mmc8yct/restaurant-tek,False,6051 Telegraph Road,Commerce,CA,90040,(323) 888-0814,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.marketequipment.com&s=bd5087c06e3de8785833a949e17c7f4b&cb=4622695&emid=mmc8yct,
Romanov Restaurant & Lounge,https://www.manta.com/c/mhqfr7d/romanov-restaurant-lounge,False,1648 Wilcox Avenue,Los Angeles,CA,90028,(310) 968-8442,,
"Kimpton Hotel & Restaurant Group, LLC",https://www.manta.com/c/mhpz9y0/kimpton-hotel-restaurant-group-llc,False,6317 Wilshire Boulevard,Los Angeles,CA,90048,(323) 852-6000,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.kimptonhotels.com&s=f94419602fa726176c58ef7b2faa8393&cb=4622696&emid=mhpz9y0,
Restaurant Design Studio Corporation,https://www.manta.com/c/mkk6lcv/restaurant-design-studio-corporation,False,2251 Ayers Avenue,Commerce,CA,90040,(323) 780-3281,,
B C Restaurant Equipment Installation,https://www.manta.com/c/mrptkj8/b-c-restaurant-equipment-installation,False,5670 Shafer Street L,Upland,CA,91784,(909) 946-8001,,
"Restaurant Design International, Inc.",https://www.manta.com/c/mx40m4c/restaurant-design-international-inc,False,8939 South Sepulveda,Los Angeles,CA,90045,(310) 738-3670,https://www.manta.com/urlverify?redirect=http%3A%2F%2Frdiconsult.com%2F&s=58447babc46f2306ccba8894aa4b5670&cb=4633006&emid=mx40m4c,
"Transcendent Restaurant Group, LLC",https://www.manta.com/c/mhxgvgv/transcendent-restaurant-group-llc,False,300 North Lake Avenue # 320,Pasadena,CA,91101,(818) 216-8323,,
"Los Compadres Restaurant Pine, Inc",https://www.manta.com/c/mkx5040/los-compadres-restaurant-pine-inc,False,2711 Maine Avenue,Long Beach,CA,90806,(562) 328-6711,,
Restaurant Packaging Group,https://www.manta.com/c/mt96vg8/restaurant-packaging-group,False,15320 Valley View Avenue,La Mirada,CA,90638,(562) 264-1911,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.rpginc.co&s=55c229f0b761b889eea080c068546c2c&cb=4633007&emid=mt96vg8,
Mariana Hacienda Restaurant,https://www.manta.com/c/mkxgv13/mariana-hacienda-restaurant,False,11035 Long Beach Boulevard,Lynwood,CA,90262,(310) 627-9664,,
General Restaurant Equipm,https://www.manta.com/c/mkkcg4q/general-restaurant-equipm,False,229 North Lincoln Avenue,Monterey Park,CA,91755,(303) 721-2950,,
La's Finest Restaurant Equipment Inc,https://www.manta.com/c/mmlkry6/la-s-finest-restaurant-equipment-inc,False,4833 Telegraph Road,Los Angeles,CA,90022,,,
Protek Restaurant Equipment Service,https://www.manta.com/c/mryblsf/protek-restaurant-equipment-service,False,7910 Atlantic Avenue East,Cudahy,CA,90201,,,
Mas Malo Restaurant,https://www.manta.com/c/mr0x8ph/mas-malo-restaurant,False,515 West 7th Street Floor 1,Los Angeles,CA,90014,(213) 489-4453,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.masmalorestaurant.com&s=e8007b82f851ae98de0557fc1b72c2ca&cb=4633008&emid=mr0x8ph,
Tacomiendo Mexican Restaurant,https://www.manta.com/c/mkkwtgt/tacomiendo-mexican-restaurant,False,4502 Inglewood Boulevard,Culver City,CA,90230,(818) 757-0693,,
Salt Restaurant & Bar,https://www.manta.com/c/mk1nbcd/salt-restaurant-bar,False,13534 Bali Way,Marina Del Rey,CA,90292,(424) 289-8223,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.marinadelreyhotel.com&s=1c68356093abf169152bd12ef55431b5&cb=4633010&emid=mk1nbcd,
"Ming Hong Trading Co , Inc",https://www.manta.com/c/mm54kfs/ming-hong-trading-co-inc,False,14730 Don Julian Road,City Of Industry,CA,91746,(626) 820-9888,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.minghongfood.com&s=24856e28e3131dae51e7f5e686860868&cb=4633011&emid=mm54kfs,Ming Hong International is a importer/distributor of premium frozen food and seafoods.
Casa Corona Restaurant,https://www.manta.com/c/mmlrcbg/casa-corona-restaurant,False,11004 Atlantic Avenue,Lynwood,CA,90262,(310) 763-7245,,
Lazy Dog Restaurants And Bar,https://www.manta.com/c/mhkg9yq/lazy-dog-restaurants-and-bar,False,8800 Apollo Way,Downey,CA,90242,(562) 291-0733,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.lazydogrestaurants.com&s=962e35cf4143e8f81c7deee13e6f9f92&cb=4633012&emid=mhkg9yq,
El Nuevo Cafetal Restaurant,https://www.manta.com/c/mt9695z/el-nuevo-cafetal-restaurant,False,4929 Santa Monica Boulevard,Los Angeles,CA,90029,(323) 663-6830,,
Tepper Restaurant Supply,https://www.manta.com/c/mtr448w/tepper-restaurant-supply,False,10800 South La Cienega Boulevard,Inglewood,CA,90304,(310) 215-8964,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.tepperrestaurantsupply.com&s=6f083a4de777b5ceda4c55330dcfd365&cb=4633013&emid=mtr448w,
Flavor Mediterranean Restaurant,https://www.manta.com/c/mtrj40b/flavor-mediterranean-restaurant,False,17401 Ventura Boulevard,Encino,CA,91316,(818) 981-0009,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.flavorrestaurantlounge.webs.com&s=9e3a89a267eba9e5d188b72d4a2c6747&cb=4633014&emid=mtrj40b,
Vip Lounge & Restaurant,https://www.manta.com/c/mmnfrwm/vip-lounge-restaurant,False,8772 Valley Boulevard,Rosemead,CA,91770,(626) 280-8389,,
Eita Bar & Grill Restaurant,https://www.manta.com/c/mbs0877/eita-bar-grill-restaurant,False,519 North Fairfax Avenue,Los Angeles,CA,90036,(323) 653-9024,https://www.manta.com/urlverify?redirect=http%3A%2F%2FPitabarandgrill.com&s=b1a85c34cc5327c972abe5edbe1da866&cb=4633015&emid=mbs0877,
Blue Skye Restaurant & Bar,https://www.manta.com/c/mmpt9l7/blue-skye-restaurant-bar,False,13825 South Normandie Avenue,Gardena,CA,90249,,,
"Brad Metzger Restaurant Solutions, Inc",https://www.manta.com/c/mtrcv05/brad-metzger-restaurant-solutions-inc,False,11705 West Pico Boulevard,Los Angeles,CA,90064,(310) 444-7701,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.restaurant-solutions.com&s=4ed4ac79b81109c334cc7517735e7734&cb=4633016&emid=mtrcv05,
Pietros Italian Restaurant,https://www.manta.com/c/mtbwf1x/pietros-italian-restaurant,False,1723 West Verdugo Avenue,Burbank,CA,91506,(818) 842-2651,,
Glendale Restaurant Supply Inc,https://www.manta.com/c/mt40m19/glendale-restaurant-supply-inc,False,616 North Jackson Street Apartment 109,Glendale,CA,91206,(818) 484-7772,,
Myers Restaurant Supply,https://www.manta.com/c/mhht6wq/myers-restaurant-supply,False,5855 Green Valley Circle,Culver City,CA,90230,(310) 645-1200,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.myersrestaurantsupply.com&s=d420dc4f7e2cecb11adc51f94b0365c5&cb=4633018&emid=mhht6wq,
Rage Restaurant & Bar,https://www.manta.com/c/mtxcwms/rage-restaurant-bar,False,8911 Santa Monica Boulevard,West Hollywood,CA,90069,(310) 652-7055,,
Tortas Guadalajara Restaurant,https://www.manta.com/c/mtwt1yc/tortas-guadalajara-restaurant,False,11098 Atlantic Ave #C,Lynwood,CA,90262,(310) 669-9868,https://www.manta.com/urlverify?redirect=http%3A%2F%2Ftortasguadalajararestaurant.com&s=afe639314ee4aa64c66a66387c58d8d9&cb=4633019&emid=mtwt1yc,Tortas Guadalajara Restaurant
Momotaro Japanese Restaurant,https://www.manta.com/c/mx4yz0g/momotaro-japanese-restaurant,True,509 S Glenoaks Blvd,Burbank,CA,90502,,,Momotaro Japanese Restaurant served our final omakase on October 29th in 2016.
Hilton Garden Inn Los Angeles Montebello,https://www.manta.com/c/mmllys9/hilton-garden-inn-los-angeles-montebello,False,801 Via San Clemente,Montebello,CA,90640,(323) 724-5900,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.montebello.hgi.com&s=4e713550b085fc97cdec76fabb0d7d60&cb=4633020&emid=mmllys9,"Hotel Lodging, Banquet and Meeting, Night Club, Golf Course, American Grill Restaurant"
Olympus Greek Restaurant,https://www.manta.com/c/mm4j5vq/olympus-greek-restaurant,False,6304 Laurel Canyon Boulevard,North Hollywood,CA,91606,(818) 766-4100,,Olympus Greek Restaurant
Sino Enterprises Inc,https://www.manta.com/c/mm095ts/sino-enterprises-inc,False,9750 Klingerman Street,South El Monte,CA,91733,(626) 575-5913,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.sino-enterprises.com&s=e5d2bfd366255f7109208cd9534e5651&cb=4633021&emid=mm095ts,Manufacturer of Restaurant & Hotel Furniture
Little Ethiopia Restaurant,https://www.manta.com/c/mx61t3h/little-ethiopia-restaurant,False,1048 South Fairfax Ave,Los Angeles,CA,90019,(323) 930-2808,,
Pancho Barnes Enterprises Incorporated,https://www.manta.com/c/mrsynk0/pancho-barnes-enterprises-incorporated,True,1137 2nd Street # 106,Santa Monica,CA,90403,,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.panchobarnes.com&s=12a52e155747fa7458006874c5eaa5a1&cb=4633022&emid=mrsynk0,"Licensing business related to the Estate of Pancho Barnes and her 'Happy Bottom Riding Club.' Other Trademarks include: '13 Black Cats,' and others."
Kabuki Japanese Restaurants,https://www.manta.com/c/mx44qsf/kabuki-japanese-restaurants,False,545 N. Vine St.,Hollywood,CA,90028,(323) 464-6003,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.kabukirestaurants.com%2F&s=3cdd9bace1f1db08eff8a55e446afa1f&cb=4633022&emid=mx44qsf,"Unique and different from the other options, Kabuki is not just any Japanese restaurant in Los Angeles."
Empress Harbor Restaurant,https://www.manta.com/c/mx4g402/empress-harbor-restaurant,False,111 N Atlantic Blvd Suite 350,Monterey Park,CA,91754,(626) 300-8833,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.montereyparkseafood.com&s=e89cbd2140cf4aca0d1f24a9a0ecc628&cb=4633023&emid=mx4g402,
